return_id,user_id,sku_id,return_date,return_reason,product_condition,refund_amount
R18715,U3704,P0915,2025-01-30,Missing parts,New,673.29
R18716,U4138,P0942,2025-05-02,Better price elsewhere,Opened,2343.46
R18717,U4448,P0322,2025-05-28,Damaged item,Defective,1221.77
R18718,U5333,P0841,2025-02-19,Poor quality,New,1453.53
R18719,U1856,P0906,2024-09-03,Better price elsewhere,New,2451.4
R18720,U1300,P0808,2024-11-13,Damaged item,Used,1793.16
R18721,U4509,P0711,2024-08-02,Better price elsewhere,New,1587.6
R18722,U3118,P1034,2025-03-10,Better price elsewhere,Used,109.05
R18723,U3230,P0640,2025-03-31,Poor quality,Opened,1895.73
R18724,U4651,P0581,2025-05-12,Wrong product,Opened,389.8
R18725,U5974,P0615,2024-08-27,Missing parts,Opened,1851.37
R18726,U1382,P1483,2024-07-29,No longer needed,Opened,2394.68
R18727,U1612,P0427,2024-11-07,Wrong product,Used,104.88
R18728,U3429,P0759,2025-05-14,Damaged item,Defective,1083.55
R18729,U2670,P1128,2025-06-04,Missing parts,Defective,506.26
R18730,U2167,P0050,2024-10-04,Poor quality,Opened,1004.81
R18731,U1102,P0399,2025-05-15,Poor quality,New,1019.78
R18732,U2483,P0238,2025-01-02,Damaged item,Unknown,1463.08
R18733,U2834,P1077,2025-01-11,No longer needed,Defective,773.67
R18734,U4898,P0669,2024-12-26,Poor quality,Defective,444.52
R18735,U1461,P0221,2025-02-03,Better price elsewhere,Used,545.71
R18736,U1753,P0626,2024-07-31,No longer needed,Used,1657.78
R18737,U1524,P1410,2024-07-29,Missing parts,Defective,1936.86
R18738,U3301,P0275,2024-07-23,Damaged item,Defective,1850.83
R18739,U4410,P0332,2024-07-20,Missing parts,Used,1857.55
R18740,U3578,P0656,2024-09-21,Wrong product,Used,1370.59
R18741,U5515,P1218,2025-01-18,Poor quality,Defective,2064.58
R18742,U3797,P0143,2025-05-23,Missing parts,Opened,781.6
R18743,U2589,P0196,2025-05-19,No longer needed,Opened,904.03
R18744,U2005,P0069,2024-10-31,Better price elsewhere,New,2175.43
R18745,U3730,P1147,2025-06-22,Damaged item,Opened,2434.05
R18746,U5589,P0779,2025-05-10,Wrong product,Used,1678.08
R18747,U1638,P0257,2024-09-09,Missing parts,Defective,1436.68
R18748,U4218,P0841,2024-09-29,Wrong product,Opened,1835.1
R18749,U5655,P0850,2025-01-14,Poor quality,Defective,818.65
R18750,U2044,P1103,2024-10-03,Wrong product,Opened,844.88
R18751,U2389,P0559,2025-06-22,Poor quality,New,1335.59
R18752,U3443,P1359,2024-09-06,Missing parts,Opened,1207.95
R18753,U4456,P1170,2025-03-05,Damaged item,Opened,162.86
R18754,U3832,P0919,2025-04-28,Missing parts,Opened,1130.62
R18755,U4128,P0269,2024-09-29,Missing parts,Used,2377.04
R18756,U3563,P0109,2024-08-10,Better price elsewhere,Defective,1684.89
R18757,U3393,P1300,2024-11-12,Poor quality,New,1377.07
R18758,U3550,P0217,2025-03-18,Damaged item,Defective,957.08
R18759,U3524,P0569,2025-05-23,Damaged item,Opened,793.48
R18760,U3546,P1418,2025-04-06,Missing parts,Used,2470.51
R18761,U2756,P0046,2025-05-12,Damaged item,Used,1855.08
R18762,U5675,P0424,2025-01-28,No longer needed,Used,435.62
R18763,U4684,P0162,2024-07-17,No longer needed,Defective,1964.01
R18764,U1592,P0953,2024-11-12,Wrong product,Opened,2195.04
R18765,U4401,P0909,2025-04-21,Damaged item,Unknown,1080.73
R18766,U3400,P0775,2024-07-16,Better price elsewhere,New,228.11
R18767,U5423,P0048,2024-12-05,Missing parts,Used,732.85
R18768,U4718,P0767,2025-06-06,Wrong product,Opened,532.83
R18769,U4537,P0244,2024-09-29,Wrong product,Used,718.11
R18770,U3730,P1122,2024-12-16,Better price elsewhere,New,1854.22
R18771,U2148,P1438,2024-08-29,Poor quality,Opened,1111.96
R18772,U1464,P0974,2025-01-12,Damaged item,Defective,1585.26
R18773,U3348,P1076,2025-02-10,Better price elsewhere,New,1236.53
R18774,U1840,P0819,2025-04-14,Poor quality,Used,359.95
R18775,U4328,P0516,2025-03-01,Missing parts,Defective,302.99
R18776,U4532,P1488,2025-03-14,Missing parts,New,1900.49
R18777,U3149,P0197,2025-06-17,Missing parts,New,1683.13
R18778,U1405,P0163,2025-01-06,Missing parts,Defective,2067.92
R18779,U2719,P0925,2024-09-03,Better price elsewhere,New,1184.24
R18780,U4204,P0405,2025-06-15,Better price elsewhere,Used,1164.7
R18781,U2104,P0870,2024-12-05,Poor quality,Defective,1181.17
R18782,U2527,P0720,2024-12-28,Better price elsewhere,Used,1300.86
R18783,U2783,P1077,2025-01-30,Wrong product,New,2172.03
R18784,U3099,P0072,2024-11-19,Damaged item,Defective,2375.79
R18785,U1900,P1158,2024-09-21,Damaged item,Opened,2028.39
R18786,U2885,P1279,2025-04-12,Missing parts,Opened,944.56
R18787,U4130,P0245,2025-06-10,Wrong product,Opened,831.99
R18788,U4142,P0691,2025-03-30,Better price elsewhere,Opened,1448.84
R18789,U3873,P0254,2025-02-19,Wrong product,Defective,2306.52
R18790,U4524,P1285,2024-12-01,Wrong product,Opened,1607.74
R18791,U3212,P1381,2025-02-12,No longer needed,Used,1870.38
R18792,U1518,P0613,2025-01-12,Damaged item,Opened,652.4
R18793,U3706,P0945,2024-12-02,Better price elsewhere,Defective,931.4
R18794,U1668,P1407,2024-09-20,Wrong product,Opened,1488.52
R18795,U3093,P0859,2024-08-28,Wrong product,New,1490.62
R18796,U4420,P0055,2024-08-24,Missing parts,Used,1727.65
R18797,U4648,P0019,2025-04-30,Poor quality,Defective,1639.65
R18798,U3442,P0935,2024-07-29,Better price elsewhere,Used,2387.45
R18799,U4219,P0810,2024-09-03,Missing parts,Opened,980.07
R18800,U4378,P0047,2025-01-23,Poor quality,Defective,995.45
R18801,U3747,P0373,2025-04-24,No longer needed,New,876.0
R18802,U2941,P1383,2025-03-31,Poor quality,Used,2367.55
R18803,U3080,P0328,2025-01-13,Missing parts,Used,2127.46
R18804,U4857,P0054,2025-07-07,Missing parts,Opened,1019.05
R18805,U4621,P0139,2024-08-04,Missing parts,Defective,2362.98
R18806,U1289,P0184,2025-01-16,Missing parts,Defective,1756.36
R18807,U2575,P0396,2025-07-07,Damaged item,Defective,1941.62
R18808,U3343,P0481,2024-07-13,Poor quality,Opened,2304.41
R18809,U3189,P0241,2025-03-02,Better price elsewhere,Defective,562.21
R18810,U4508,P0372,2024-07-27,Better price elsewhere,Opened,505.96
R18811,U4969,P1319,2025-02-01,Wrong product,Used,1030.01
R18812,U5969,P1150,2025-01-17,Wrong product,New,684.3
R18813,U2287,P0497,2025-02-01,Damaged item,Defective,977.3
R18814,U5326,P0078,2024-10-06,Better price elsewhere,Used,534.27
R18815,U3283,P0609,2024-11-09,Damaged item,Defective,1208.58
R18816,U1721,P1377,2024-08-16,No longer needed,Opened,775.34
R18817,U1811,P0044,2024-11-14,Damaged item,Defective,772.74
R18818,U2510,P0997,2025-06-13,Poor quality,New,1368.6
R18819,U3597,P0670,2025-03-01,Wrong product,New,1210.53
R18820,U1398,P0174,2025-06-04,Missing parts,New,871.4
R18821,U5447,P1447,2024-09-27,Missing parts,Opened,331.86
R18822,U3441,P1003,2024-07-12,Poor quality,New,328.06
R18823,U1904,P1208,2025-06-02,Poor quality,Opened,1964.09
R18824,U2244,P0650,2025-04-18,Missing parts,New,1420.25
R18825,U2537,P0846,2024-08-05,Missing parts,New,2404.43
R18826,U5831,P1184,2024-10-27,Missing parts,New,1678.9
R18827,U5433,P0497,2025-06-15,No longer needed,Defective,717.7
R18828,U3854,P0536,2025-02-20,Better price elsewhere,New,1416.64
R18829,U5911,P1099,2024-11-15,Wrong product,Used,160.12
R18830,U5751,P0035,2024-12-13,Damaged item,Unknown,2268.51
R18831,U1807,P0601,2025-01-13,Poor quality,New,1750.01
R18832,U2489,P1006,2024-08-24,Damaged item,Defective,1204.08
R18833,U2132,P1283,2025-02-22,Poor quality,Used,1176.59
R18834,U3100,P0677,2025-03-04,Better price elsewhere,Opened,1890.82
R18835,U3073,P0122,2025-06-28,Wrong product,Defective,912.64
R18836,U3966,P1451,2024-08-04,Damaged item,Opened,167.77
R18837,U1709,P1096,2024-08-12,Wrong product,Defective,629.93
R18838,U4811,P1471,2025-05-12,Missing parts,Used,1596.22
R18839,U3796,P0451,2025-05-02,Wrong product,New,1506.29
R18840,U3869,P0791,2024-07-08,Wrong product,New,1618.99
R18841,U3490,P0985,2024-08-30,Wrong product,New,593.07
R18843,U5292,P0741,2024-12-10,Better price elsewhere,New,2336.01
R18844,U3407,P0578,2025-01-18,Missing parts,New,1068.42
R18845,U2778,P0786,2025-01-04,Wrong product,New,1678.2
R18846,U2649,P1375,2024-08-31,Better price elsewhere,Opened,262.33
R18847,U3469,P1186,2025-02-16,Missing parts,Defective,626.97
R18848,U1216,P0092,2025-03-24,No longer needed,Used,2460.0
R18849,U1928,P0764,2025-03-05,Missing parts,Opened,790.39
R18850,U5489,P0647,2025-05-20,No longer needed,Opened,2202.83
R18851,U2741,P1139,2025-06-29,No longer needed,Defective,1970.01
R18852,U4554,P0737,2024-12-05,Missing parts,Used,1888.24
R18853,U4747,P1002,2025-06-30,Better price elsewhere,Opened,1669.8
R18854,U2816,P1283,2025-01-27,Poor quality,Used,1291.79
R18855,U1789,P0547,2024-09-15,Damaged item,Used,1314.1
R18856,U2970,P0407,2024-08-03,Wrong product,New,1027.97
R18857,U1269,P0300,2025-01-04,Missing parts,Used,2216.34
R18858,U3498,P1305,2025-01-06,Better price elsewhere,Opened,904.61
R18859,U3718,P1182,2025-04-22,Wrong product,Used,1778.82
R18860,U3948,P0501,2024-09-14,No longer needed,Defective,1428.27
R18861,U1538,P0717,2024-11-28,No longer needed,New,881.27
R18862,U3451,P0762,2025-01-09,Poor quality,Defective,2102.1
R18863,U1235,P0458,2024-12-14,Missing parts,Opened,1573.0
R18864,U3611,P1155,2025-04-08,Missing parts,New,2247.4
R18865,U1545,P1061,2025-06-09,No longer needed,Opened,1991.45
R18866,U1255,P0380,2025-04-06,Missing parts,New,235.06
R18867,U1689,P0606,2025-02-02,Wrong product,New,760.69
R18868,U3947,P0531,2024-10-05,Better price elsewhere,Used,1782.37
R18869,U5819,P1399,2024-10-26,Better price elsewhere,Defective,1312.94
R18870,U1015,P0225,2025-02-16,Wrong product,Defective,2235.25
R18871,U2889,P0284,2025-06-06,Missing parts,Used,1917.84
R18872,U2092,P0879,2025-04-26,Poor quality,Used,1809.87
R18873,U5433,P0513,2025-02-12,Missing parts,Used,655.0
R18874,U4153,P0318,2024-07-21,Missing parts,New,1675.63
R18875,U5150,P0051,2024-12-19,Poor quality,Used,1340.22
R18876,U1287,P1297,2024-10-20,No longer needed,Opened,211.51
R18877,U5961,P0509,2024-10-12,Better price elsewhere,Defective,1323.6
R18878,U2535,P0992,2024-11-03,No longer needed,Defective,1119.38
R18879,U2072,P0744,2025-05-29,Missing parts,New,711.63
R18880,U5790,P1360,2024-10-04,Poor quality,Opened,968.19
R18881,U3981,P1222,2025-05-04,Wrong product,Used,460.66
R18882,U1982,P0748,2024-08-04,Missing parts,Defective,2041.64
R18883,U1661,P0469,2024-08-07,Better price elsewhere,Used,2047.13
R18884,U3092,P0640,2025-06-28,Missing parts,Defective,1096.44
R18885,U3555,P0548,2025-04-16,Wrong product,Used,1972.36
R18886,U2528,P1136,2024-09-08,Poor quality,Used,1337.18
R18887,U5234,P1156,2025-05-12,Wrong product,Opened,2206.58
R18888,U5611,P0346,2025-03-30,No longer needed,Opened,595.61
R18889,U5688,P1388,2025-07-07,Wrong product,Used,1533.07
R18890,U1495,P0848,2024-09-25,Wrong product,Used,2444.58
R18891,U4607,P0780,2024-10-31,Better price elsewhere,Used,1299.84
R18892,U2518,P1055,2025-01-22,Better price elsewhere,Defective,1901.69
R18893,U2727,P1453,2025-05-11,Damaged item,New,1690.68
R18894,U2812,P0880,2025-03-01,Wrong product,Defective,2257.14
R18895,U3387,P0278,2024-12-26,No longer needed,Opened,799.87
R18896,U1691,P0606,2024-11-06,Missing parts,Used,620.88
R18897,U2444,P1090,2024-12-20,Missing parts,New,273.38
R18898,U3766,P0300,2025-06-15,Damaged item,Opened,604.69
R18899,U5488,P1227,2025-04-08,Missing parts,Used,2192.69
R18900,U2696,P0542,2025-02-12,No longer needed,Opened,2194.08
R18901,U4140,P0440,2024-12-08,Damaged item,Used,1522.68
R18902,U4483,P1353,2025-03-14,No longer needed,Used,881.04
R18903,U1132,P1300,2025-04-30,Poor quality,New,1300.37
R18904,U2348,P1061,2024-08-08,Wrong product,Defective,614.58
R18905,U3529,P1421,2025-02-01,Poor quality,Used,1993.99
R18906,U4024,P0696,2025-06-12,Better price elsewhere,Defective,225.19
R18907,U4751,P0505,2024-12-13,No longer needed,Used,2188.25
R18908,U2318,P0925,2024-12-09,No longer needed,Defective,1433.38
R18909,U1725,P1036,2025-04-24,No longer needed,Defective,1855.73
R18910,U3244,P0328,2025-06-26,Missing parts,Opened,2024.5
R18911,U2692,P0882,2024-07-28,Wrong product,Used,2314.65
R18912,U5860,P0891,2025-04-12,Poor quality,Used,494.72
R18913,U4849,P0532,2024-10-27,Better price elsewhere,Opened,2412.52
R18914,U4840,P0908,2024-10-28,Damaged item,Defective,1951.96
R18915,U3632,P0281,2025-07-01,Poor quality,Defective,1370.22
R18916,U1253,P0376,2025-05-04,Wrong product,Opened,1758.91
R18917,U2905,P0011,2024-11-19,Better price elsewhere,Opened,1463.19
R18918,U5360,P0028,2024-08-13,Missing parts,New,2118.99
R18919,U3524,P1056,2025-02-11,No longer needed,Used,847.96
R18920,U3017,P0577,2025-04-20,No longer needed,Defective,2297.54
R18921,U1422,P0624,2024-09-20,Missing parts,New,151.93
R18922,U4466,P1175,2024-08-31,Damaged item,Used,2386.37
R18923,U1056,P0210,2025-03-02,Damaged item,Defective,878.91
R18924,U1346,P1225,2025-01-08,Unknown,Used,574.99
R18925,U4582,P1166,2024-10-24,No longer needed,New,1636.38
R18926,U3473,P1068,2025-06-18,No longer needed,New,1475.52
R18927,U2420,P0279,2024-11-05,Wrong product,Opened,621.17
R18928,U5362,P0545,2024-08-09,Better price elsewhere,Opened,2025.47
R18929,U5796,P0164,2025-03-11,Wrong product,Opened,2460.62
R18930,U3331,P0109,2025-01-29,Poor quality,Opened,735.78
R18931,U3130,P0978,2025-05-18,Poor quality,Used,401.83
R18932,U2250,P0983,2024-09-30,Wrong product,Used,1793.24
R18933,U2471,P0116,2024-11-15,Missing parts,New,1573.0
R18934,U1731,P0138,2025-04-25,Poor quality,New,700.36
R18935,U2041,P0022,2025-07-04,Better price elsewhere,Opened,914.79
R18936,U3343,P1255,2024-09-24,Better price elsewhere,Used,2351.0
R18937,U2845,P0342,2025-05-12,Poor quality,New,2010.25
R18938,U2433,P0255,2025-03-18,No longer needed,Defective,2491.63
R18939,U2250,P1262,2025-02-10,Poor quality,Used,2421.08
R18940,U3023,P0504,2025-06-14,Poor quality,Opened,2435.75
R18941,U2404,P0896,2024-11-16,Better price elsewhere,Used,498.6
R18942,U2835,P0353,2024-10-22,Poor quality,Defective,1603.17
R18943,U2829,P0438,2025-05-19,Damaged item,New,2069.15
R18944,U1921,P0018,2025-05-13,Damaged item,Defective,1787.19
R18945,U3939,P1261,2025-02-27,Better price elsewhere,Used,253.88
R18946,U4695,P0829,2025-03-16,Wrong product,Opened,858.78
R18947,U3784,P0748,2025-06-17,No longer needed,New,1659.22
R18948,U2519,P0991,2024-07-10,Poor quality,Used,1751.84
R18949,U5569,P0280,2025-05-11,Poor quality,Defective,1403.7
R18950,U4145,P0203,2025-05-06,Better price elsewhere,Used,441.76
R18951,U4947,P1320,2024-09-29,No longer needed,Used,531.27
R18952,U5945,P0626,2024-08-24,Damaged item,Opened,1414.67
R18953,U3958,P0810,2025-01-04,Damaged item,Used,1204.52
R18954,U1210,P0280,2024-11-22,Missing parts,Opened,1827.83
R18955,U2066,P0379,2024-08-14,Poor quality,Used,595.08
R18956,U2109,P0571,2025-05-26,Damaged item,Used,1842.04
R18957,U2905,P0154,2024-12-11,Wrong product,Used,527.12
R18958,U1229,P0316,2024-07-10,Missing parts,Opened,407.07
R18959,U2800,P1346,2024-08-13,Damaged item,Defective,1214.49
R18960,U2015,P1020,2024-12-30,Better price elsewhere,Used,1961.59
R18961,U2717,P0423,2024-09-22,No longer needed,Used,117.88
R18962,U2077,P0012,2025-05-21,No longer needed,New,2156.25
R18963,U5500,P0997,2025-01-11,Wrong product,Opened,1534.44
R18964,U5397,P0401,2025-01-15,Poor quality,Opened,443.71
R18965,U5037,P0571,2025-06-21,Missing parts,Used,1368.89
R18966,U4835,P0808,2024-12-09,Wrong product,Used,1885.1
R18967,U4434,P0434,2025-01-05,Better price elsewhere,Opened,879.17
R18968,U4138,P0371,2024-09-20,No longer needed,Defective,2101.29
R18969,U3374,P1498,2024-08-24,Damaged item,Defective,1952.68
R18970,U5266,P0256,2025-03-16,No longer needed,Used,1074.57
R18971,U2466,P0843,2024-11-28,Wrong product,New,1698.37
R18972,U3370,P0315,2024-09-05,Damaged item,Defective,0.0
R18973,U5154,P1027,2025-02-07,Better price elsewhere,New,525.95
R18974,U4454,P1312,2024-11-20,Better price elsewhere,Used,260.01
R18976,U1325,P0591,2025-06-14,Better price elsewhere,New,102.12
R18977,U5545,P0419,2024-09-24,Damaged item,Defective,1256.21
R18978,U3163,P1495,2025-05-11,Poor quality,Defective,838.03
R18979,U1544,P1126,2024-10-10,Wrong product,New,615.93
R18980,U3476,P0398,2024-07-30,Damaged item,Used,1527.46
R18981,U1432,P0599,2024-12-06,Poor quality,Defective,257.4
R18982,U3269,P1113,2024-07-29,Missing parts,Used,1239.66
R18983,U2943,P1422,2025-03-01,Better price elsewhere,Opened,1280.12
R18984,UNKNOWN_USER,P1039,2025-06-15,Damaged item,New,1002.91
R18985,U1371,P1029,2024-09-07,Damaged item,New,221.81
R18986,U4530,P0416,2024-12-16,Missing parts,New,344.0
R18987,U3985,P0729,2024-12-19,Wrong product,Used,1626.88
R18988,U5866,P0065,2024-09-07,Better price elsewhere,Opened,260.23
R18989,UNKNOWN_USER,P1417,2024-10-20,Better price elsewhere,Defective,1311.86
R18990,U2271,P0016,2024-08-07,Poor quality,Opened,1322.17
R18991,U1604,P0414,2025-01-26,Wrong product,Used,256.49
R18992,U4924,P0337,2025-02-14,Damaged item,Opened,1782.94
R18993,U3786,P1013,2024-07-23,Missing parts,Opened,1513.4
R18994,U1188,P1440,2025-06-05,Missing parts,New,1367.58
R18995,U1124,P0927,2025-06-16,Wrong product,Defective,1964.79
R18996,U1755,P0206,2025-03-31,Wrong product,New,129.04
R18997,U4804,P0371,2025-03-11,Missing parts,Used,2382.71
R18998,U5254,P0305,2025-05-30,Damaged item,Used,1516.84
R18999,U3289,P0705,2024-07-13,Wrong product,Defective,2007.64
R19000,U3665,P0711,2024-09-12,No longer needed,Opened,524.73
R19001,U4282,P1306,2024-10-06,Missing parts,Used,2021.42
R19002,U5527,P1271,2024-11-01,Better price elsewhere,Opened,2201.52
R19003,U4485,P0973,2024-12-30,Wrong product,New,944.18
R19004,U2885,P0651,2024-10-29,Better price elsewhere,Defective,1039.58
R19005,U2706,P0878,2024-07-30,Damaged item,Opened,1545.85
R19006,U1396,P0463,2024-07-17,No longer needed,Defective,1496.24
R19007,U4849,P1013,2025-04-05,Wrong product,Opened,1855.42
R19008,U3129,P0364,2024-12-16,Better price elsewhere,New,2468.76
R19009,U3811,P1444,2024-07-24,No longer needed,Defective,540.96
R19010,U3374,P0408,2024-10-12,Missing parts,New,2045.46
R19011,U1726,P0277,2025-03-16,No longer needed,Defective,1725.94
R19012,U5948,P0972,2025-02-27,Poor quality,Defective,1236.16
R19013,U1519,P0544,2025-06-13,Poor quality,New,2328.27
R19014,U4173,P1179,2025-01-10,Missing parts,New,1214.9
R19015,U3424,P0934,2025-01-28,Better price elsewhere,Defective,368.44
R19016,U2066,P0785,2025-04-21,No longer needed,New,188.39
R19017,U1583,P0460,2025-04-21,Missing parts,Used,1380.28
R19018,U5966,P0499,2025-03-16,Missing parts,Opened,376.11
R19019,U1102,P0716,2024-07-31,Better price elsewhere,Defective,1685.1
R19020,U4993,P0429,2024-07-22,Better price elsewhere,Opened,1984.35
R19021,U5972,P0832,2025-04-21,No longer needed,New,2338.07
R19022,U2412,P0922,2025-06-26,Poor quality,New,732.57
R19023,U2609,P1144,2024-11-12,Wrong product,Defective,759.72
R19024,U5442,P1368,2024-08-10,Better price elsewhere,Defective,1908.6
R19025,U3471,P0625,2025-01-15,No longer needed,New,218.06
R19026,U5961,P0408,2025-02-07,Poor quality,Used,662.65
R19027,U2710,P0386,2025-04-16,Poor quality,Opened,1420.58
R19028,U4505,P1128,2025-04-07,No longer needed,New,1708.13
R19029,U5620,P0817,2024-09-02,Wrong product,New,1299.22
R19030,U1734,P1035,2025-01-08,Wrong product,Defective,1628.96
R19031,U4314,P0347,2025-04-22,Better price elsewhere,Used,817.17
R19032,U4322,P1125,2024-08-07,Wrong product,Opened,2193.98
R19033,U5676,P0681,2025-04-23,Wrong product,Opened,2458.06
R19034,U5437,P1301,2025-04-20,Better price elsewhere,New,0.0
R19035,U3064,P1130,2025-04-28,Poor quality,Used,1604.45
R19036,U2286,P0812,2024-08-29,Wrong product,Used,2245.68
R19037,U4754,P0197,2024-07-12,Poor quality,Defective,2437.3
R19038,U2583,P0380,2025-02-03,Poor quality,New,1425.46
R19039,U5712,P0589,2024-09-15,Wrong product,Defective,542.51
R19040,U3855,P0055,2025-03-13,Damaged item,Used,458.96
R19041,U4556,P0207,2025-02-24,Better price elsewhere,New,279.91
R19042,U5350,P0715,2024-07-13,No longer needed,New,1371.43
R19043,U3644,P0619,2024-11-20,Poor quality,Opened,2114.62
R19044,U3009,P1182,2024-07-26,Poor quality,Opened,551.08
R19045,U5779,P0847,2025-04-09,Poor quality,Defective,1540.69
R19046,U2572,P1449,2025-04-02,Wrong product,Opened,1479.78
R19047,U2303,P1012,2024-09-17,No longer needed,Unknown,1034.08
R19048,U2458,P1227,2024-12-13,Damaged item,New,1115.35
R19049,U2294,P1164,2025-03-07,Better price elsewhere,Opened,1318.78
R19050,U3150,P1258,2024-09-11,Missing parts,New,1667.15
R19051,U1953,P1462,2024-07-26,No longer needed,Defective,1801.9
R19052,U1609,P0030,2025-07-04,Wrong product,New,1122.8
R19053,U5006,P0543,2025-04-16,Wrong product,Opened,1382.72
R19054,U4715,P1412,2024-12-23,Unknown,Used,721.0
R19055,U2209,P1156,2025-06-21,Better price elsewhere,New,2217.99
R19056,U1340,P0720,2024-11-25,Missing parts,New,1466.52
R19057,U3715,P1446,2025-06-18,Poor quality,Opened,511.1
R19058,U1428,P1497,2024-08-20,No longer needed,Opened,2226.92
R19059,U2990,P0962,2025-02-22,Missing parts,New,1071.54
R19060,U1947,P0052,2025-07-07,Missing parts,Opened,443.56
R19061,U1296,P0849,2024-10-18,Better price elsewhere,Used,1962.28
R19062,U3926,P1042,2024-10-06,Poor quality,New,2120.19
R19063,U1657,P0045,2024-12-26,Missing parts,Opened,1301.18
R19064,U3635,P0957,2024-10-01,Damaged item,New,2123.1
R19065,U2958,P0818,2024-09-10,Poor quality,Unknown,614.48
R19066,U4432,P0768,2024-07-08,Poor quality,Used,171.95
R19067,U1518,P0906,2024-10-22,Damaged item,Opened,529.2
R19068,U2882,P0357,2025-05-08,Better price elsewhere,Defective,1667.88
R19069,U3315,P0813,2025-06-13,Better price elsewhere,Used,1417.51
R19070,U2422,P0185,2025-07-06,No longer needed,Used,1265.55
R19071,U2608,P0388,2024-08-27,Wrong product,Used,1653.98
R19072,U2607,P0388,2025-02-18,No longer needed,Used,2078.02
R19073,U5070,P1104,2025-04-11,Better price elsewhere,New,1037.58
R19074,U3987,P0285,2024-10-07,Poor quality,Used,2329.55
R19075,U3861,P0995,2025-03-27,Damaged item,Opened,1006.29
R19076,U5364,P0841,2024-10-26,Poor quality,New,2002.71
R19077,U1550,P0350,2024-12-05,Damaged item,New,1928.03
R19078,U1618,P1335,2025-06-12,Poor quality,Used,107.74
R19079,U1443,P0475,2024-09-28,Wrong product,New,1231.27
R19080,U5360,P0462,2025-07-07,Missing parts,Opened,2288.31
R19081,U2256,P0776,2024-08-17,Missing parts,Defective,737.12
R19082,U3099,P1097,2025-05-04,Missing parts,Used,1064.85
R19083,U1266,P0773,2025-05-22,Wrong product,Used,627.44
R19084,U5393,P1308,2024-08-11,No longer needed,Defective,2222.7
R19085,U4312,P0504,2025-02-02,Better price elsewhere,Used,1411.77
R19086,U5493,P0636,2025-04-12,Better price elsewhere,New,1709.14
R19087,U5304,P0703,2024-08-23,No longer needed,Opened,1095.22
R19088,U2550,P0497,2025-05-04,Damaged item,Opened,989.42
R19089,U2272,P1459,2024-11-22,Wrong product,Used,359.25
R19090,U4675,P0570,2025-01-22,Damaged item,Defective,1966.43
R19091,U3903,P0333,2024-10-08,No longer needed,New,2250.79
R19092,U3190,P0436,2024-08-28,Better price elsewhere,Defective,550.72
R19093,U5611,P1106,2025-04-22,Better price elsewhere,Defective,1270.26
R19094,U2887,P0870,2024-12-11,Wrong product,Used,523.64
R19095,U5821,P0589,2024-07-08,Damaged item,New,1897.4
R19096,U4836,P0870,2024-12-16,Missing parts,New,789.29
R19097,U1262,P0820,2024-12-19,Poor quality,New,1699.33
R19098,U5173,P0801,2025-06-07,No longer needed,New,638.7
R19099,U2630,P0076,2025-03-24,Better price elsewhere,Defective,2412.95
R19100,U4266,P1117,2024-11-15,Damaged item,Opened,581.04
R19101,U2342,P0908,2024-08-31,Missing parts,New,144.59
R19102,U5287,P0515,2025-07-01,Better price elsewhere,Opened,492.46
R19103,U3013,P1152,2024-10-18,Missing parts,Used,464.45
R19104,U4718,P0054,2025-03-19,Missing parts,Defective,1077.63
R19105,U4387,P0648,2024-10-30,No longer needed,Opened,224.11
R19106,U3375,P1161,2024-09-22,No longer needed,Used,1381.76
R19107,U2276,P0682,2024-08-20,Wrong product,Defective,169.22
R19108,U2083,P0889,2024-09-20,Poor quality,New,953.43
R19109,U4489,P0130,2025-05-24,No longer needed,Opened,1911.32
R19110,U1317,P0835,2025-01-10,Poor quality,Defective,587.3
R19111,U4637,P1047,2025-06-01,Better price elsewhere,Defective,1509.12
R19112,U4177,P0762,2025-03-21,No longer needed,Defective,1024.0
R19113,U1626,P0305,2025-01-13,Wrong product,Defective,1918.64
R19114,U2178,P0693,2024-11-24,Poor quality,Opened,2139.64
R19115,U3729,P1231,2025-03-10,Missing parts,Opened,2244.42
R19116,U5950,P0438,2024-11-04,Poor quality,Opened,0.0
R19117,U1353,P0033,2025-01-21,Poor quality,New,1313.22
R19118,U1744,P1071,2025-01-16,Wrong product,Used,1653.33
R19119,U4524,P1078,2025-03-21,Missing parts,Defective,411.4
R19120,U4310,P0148,2025-01-27,Poor quality,Defective,1751.08
R19121,U4648,P0548,2024-10-01,Damaged item,Used,373.01
R19122,U2469,P0617,2024-10-29,Better price elsewhere,Opened,244.28
R19123,UNKNOWN_USER,P0586,2025-06-17,Better price elsewhere,Used,261.5
R19124,U2296,P0031,2024-08-01,Missing parts,New,1020.63
R19125,U3581,P0679,2024-07-08,Better price elsewhere,Opened,445.06
R19126,U2387,P0375,2024-07-26,Missing parts,Used,2086.55
R19127,U3983,P0645,2025-04-19,No longer needed,Opened,906.9
R19128,U2446,P0812,2024-08-31,No longer needed,New,0.0
R19129,U3863,P0883,2024-12-03,Poor quality,Opened,1160.11
R19130,U5822,P1152,2025-04-14,No longer needed,Used,106.76
R19131,U1224,P0427,2025-06-07,Poor quality,Used,101.49
R19132,U3291,P0275,2025-07-07,Damaged item,Opened,734.58
R19133,U1662,P1095,2025-02-12,Wrong product,Defective,0.0
